,col_name,feature_importance_vals
4039,HAUS3,9.760509134235481e-05
8709,SLC22A3,9.760295295284148e-05
8924,SMG5,9.752301128514226e-05
8545,SFTPA1,9.751409120457748e-05
3775,GLUD1,9.741248433888708e-05
4658,JAK1,9.734491617424423e-05
5704,MMP14,9.721310159770488e-05
10382,UBE2N,9.716079872270291e-05
1788,CETN2,9.708760015095882e-05
4983,LAT,9.700779372853784e-05
7756,RASA1,9.695523384082733e-05
1824,CHEK1,9.689352893163827e-05
7291,PPP2R5C,9.670228403662734e-05
2049,COL8A2,9.648796448244157e-05
1993,CNOT10,9.61530714413619e-05
1419,CASP9,9.615101208300285e-05
9967,TNFRSF11A,9.60851802791553e-05
5829,MRPS18C,9.588085822192974e-05
2035,COL4A2,9.581437763230837e-05
6598,PAK2,9.567793357081637e-05
2115,CPEB2,9.56300478562228e-05
386,ANAPC7,9.558691361698513e-05
217,ADSS,9.556866164075472e-05
1416,CASP7,9.551105517595296e-05
2311,CYBA,9.544681147198949e-05
7733,RAP1B,9.544199445791982e-05
8790,SLC35B4,9.534031917680225e-05
661,ARPC5L,9.518863136620964e-05
7287,PPP2R3C,9.49644842926034e-05
4182,HIST1H3J,9.49076064426453e-05
9512,TBC1D20,9.48343425278335e-05
8114,RPL28,9.480723042630556e-05
655,ARPC1A,9.459664746731715e-05
8460,SEMA6D,9.453826549780878e-05
9016,SNUPN,9.446290197646389e-05
9586,TDG,9.428296610880857e-05
2741,DUSP6,9.42481200168616e-05
6213,NFKB1,9.417190043362868e-05
1333,CABLES1,9.416154555922801e-05
4609,ITGA1,9.413380116012167e-05
2201,CSNK1D,9.386444471601863e-05
